Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,4,2.550000e+00
2,1,1,1,2,1.700000e+00
3,6,2,3,2,2.550000e+00
4,6,2,3,4,8.500000e-01
5,3,1,3,3,8.500000e-01
6,3,1,3,2,8.500000e-01
7,2,1,2,1,1.700000e+00
8,2,1,2,1,8.500000e-01
9,1,1,1,3,2.550000e+00
10,3,1,3,2,8.500000e-01
11,3,1,3,1,1.700000e+00
12,3,1,3,2,2.550000e+00
13,6,2,3,2,2.550000e+00
14,5,2,2,4,2.550000e+00
15,4,2,1,2,2.550000e+00
16,3,1,3,2,2.550000e+00
17,1,1,1,2,8.500000e-01
18,2,1,2,2,1.700000e+00
19,5,2,2,3,2.550000e+00
20,4,2,1,3,1.700000e+00
21,4,2,1,3,2.550000e+00
22,4,2,1,3,8.500000e-01
23,1,1,1,1,1.700000e+00
24,5,2,2,4,1.700000e+00
25,1,1,1,1,8.500000e-01
26,4,2,1,4,2.550000e+00
27,6,2,3,2,8.500000e-01
28,2,1,2,3,1.700000e+00
29,3,1,3,2,2.550000e+00
30,3,1,3,4,2.550000e+00
31,6,2,3,4,8.500000e-01
32,3,1,3,3,2.550000e+00
33,2,1,2,2,8.500000e-01
34,6,2,3,1,2.550000e+00
35,4,2,1,1,1.700000e+00
36,5,2,2,1,8.500000e-01
37,4,2,1,2,1.700000e+00
38,4,2,1,1,8.500000e-01
39,1,1,1,4,8.500000e-01
40,5,2,2,4,2.550000e+00
41,6,2,3,3,1.700000e+00
42,4,2,1,2,1.700000e+00
43,1,1,1,4,1.700000e+00
44,6,2,3,1,1.700000e+00
45,6,2,3,3,1.700000e+00
46,1,1,1,1,8.500000e-01
47,1,1,1,1,1.700000e+00
48,3,1,3,3,8.500000e-01
49,6,2,3,2,8.500000e-01
50,6,2,3,3,2.550000e+00
51,3,1,3,4,1.700000e+00
52,4,2,1,4,1.700000e+00
53,1,1,1,4,8.500000e-01
54,4,2,1,2,2.550000e+00
