Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,3,8.500000e-01
2,1,1,1,4,2.550000e+00
3,6,2,3,2,1.700000e+00
4,4,2,1,2,8.500000e-01
5,6,2,3,1,8.500000e-01
6,1,1,1,4,2.550000e+00
7,3,1,3,2,8.500000e-01
8,2,1,2,3,2.550000e+00
9,6,2,3,3,8.500000e-01
10,3,1,3,4,1.700000e+00
11,3,1,3,2,2.550000e+00
12,2,1,2,4,2.550000e+00
13,3,1,3,3,2.550000e+00
14,3,1,3,2,8.500000e-01
15,5,2,2,2,2.550000e+00
16,1,1,1,1,8.500000e-01
17,4,2,1,2,2.550000e+00
18,6,2,3,3,2.550000e+00
19,4,2,1,4,1.700000e+00
20,6,2,3,2,8.500000e-01
21,1,1,1,2,2.550000e+00
22,3,1,3,3,1.700000e+00
23,5,2,2,2,1.700000e+00
24,1,1,1,1,1.700000e+00
25,4,2,1,4,1.700000e+00
26,1,1,1,1,8.500000e-01
27,6,2,3,4,1.700000e+00
28,1,1,1,2,1.700000e+00
29,1,1,1,3,2.550000e+00
30,4,2,1,4,1.700000e+00
31,3,1,3,4,1.700000e+00
32,6,2,3,4,2.550000e+00
33,3,1,3,3,8.500000e-01
34,4,2,1,4,1.700000e+00
35,3,1,3,2,1.700000e+00
36,1,1,1,4,8.500000e-01
37,5,2,2,3,1.700000e+00
38,6,2,3,4,1.700000e+00
39,4,2,1,1,8.500000e-01
40,5,2,2,1,1.700000e+00
41,2,1,2,1,1.700000e+00
42,4,2,1,3,2.550000e+00
43,4,2,1,3,2.550000e+00
44,4,2,1,4,8.500000e-01
45,2,1,2,3,1.700000e+00
46,1,1,1,1,2.550000e+00
47,2,1,2,4,2.550000e+00
48,1,1,1,1,8.500000e-01
49,6,2,3,4,8.500000e-01
50,3,1,3,3,2.550000e+00
51,5,2,2,4,8.500000e-01
52,6,2,3,1,8.500000e-01
53,3,1,3,3,8.500000e-01
54,4,2,1,2,2.550000e+00
