Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,1,1.700000e+00
2,6,2,3,1,8.500000e-01
3,3,1,3,1,8.500000e-01
4,1,1,1,3,2.550000e+00
5,1,1,1,3,1.700000e+00
6,3,1,3,1,2.550000e+00
7,4,2,1,3,1.700000e+00
8,5,2,2,1,1.700000e+00
9,3,1,3,4,1.700000e+00
10,1,1,1,2,8.500000e-01
11,4,2,1,3,2.550000e+00
12,4,2,1,3,1.700000e+00
13,6,2,3,2,1.700000e+00
14,1,1,1,3,2.550000e+00
15,6,2,3,4,8.500000e-01
16,6,2,3,4,8.500000e-01
17,3,1,3,3,8.500000e-01
18,5,2,2,2,1.700000e+00
19,3,1,3,2,2.550000e+00
20,2,1,2,3,2.550000e+00
21,1,1,1,2,2.550000e+00
22,5,2,2,4,2.550000e+00
23,2,1,2,1,1.700000e+00
24,3,1,3,4,8.500000e-01
25,5,2,2,3,1.700000e+00
26,1,1,1,1,1.700000e+00
27,4,2,1,2,2.550000e+00
28,2,1,2,4,1.700000e+00
29,1,1,1,4,2.550000e+00
30,6,2,3,2,1.700000e+00
31,1,1,1,1,8.500000e-01
32,6,2,3,2,8.500000e-01
33,3,1,3,3,8.500000e-01
34,4,2,1,1,8.500000e-01
35,4,2,1,2,1.700000e+00
36,1,1,1,3,2.550000e+00
37,4,2,1,2,8.500000e-01
38,2,1,2,1,8.500000e-01
39,1,1,1,3,2.550000e+00
40,6,2,3,4,8.500000e-01
41,4,2,1,2,1.700000e+00
42,4,2,1,3,2.550000e+00
43,1,1,1,1,2.550000e+00
44,3,1,3,4,1.700000e+00
45,6,2,3,4,1.700000e+00
46,6,2,3,2,2.550000e+00
47,5,2,2,4,2.550000e+00
48,2,1,2,2,2.550000e+00
49,3,1,3,4,8.500000e-01
50,6,2,3,2,8.500000e-01
51,6,2,3,2,1.700000e+00
52,3,1,3,1,8.500000e-01
53,4,2,1,2,8.500000e-01
54,3,1,3,3,2.550000e+00
