Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,3,1.700000e+00
2,6,2,3,4,8.500000e-01
3,6,2,3,4,8.500000e-01
4,3,1,3,4,8.500000e-01
5,6,2,3,4,8.500000e-01
6,6,2,3,1,8.500000e-01
7,3,1,3,1,8.500000e-01
8,2,1,2,1,1.700000e+00
9,2,1,2,3,2.550000e+00
10,6,2,3,4,1.700000e+00
11,3,1,3,1,2.550000e+00
12,3,1,3,4,1.700000e+00
13,2,1,2,2,2.550000e+00
14,1,1,1,1,8.500000e-01
15,4,2,1,2,1.700000e+00
16,5,2,2,1,1.700000e+00
17,1,1,1,3,2.550000e+00
18,1,1,1,1,2.550000e+00
19,1,1,1,3,2.550000e+00
20,3,1,3,4,8.500000e-01
21,4,2,1,3,2.550000e+00
22,5,2,2,4,2.550000e+00
23,4,2,1,3,1.700000e+00
24,4,2,1,3,1.700000e+00
25,2,1,2,4,1.700000e+00
26,4,2,1,1,1.700000e+00
27,4,2,1,2,2.550000e+00
28,3,1,3,3,2.550000e+00
29,1,1,1,3,2.550000e+00
30,6,2,3,2,8.500000e-01
31,1,1,1,2,2.550000e+00
32,6,2,3,2,2.550000e+00
33,4,2,1,1,8.500000e-01
34,4,2,1,2,8.500000e-01
35,4,2,1,2,1.700000e+00
36,1,1,1,1,1.700000e+00
37,6,2,3,2,1.700000e+00
38,1,1,1,2,8.500000e-01
39,3,1,3,3,8.500000e-01
40,1,1,1,3,1.700000e+00
41,6,2,3,2,8.500000e-01
42,3,1,3,2,2.550000e+00
43,1,1,1,3,2.550000e+00
44,3,1,3,3,8.500000e-01
45,5,2,2,4,2.550000e+00
46,1,1,1,4,2.550000e+00
47,6,2,3,2,1.700000e+00
48,5,2,2,2,1.700000e+00
49,3,1,3,4,1.700000e+00
50,2,1,2,1,8.500000e-01
51,6,2,3,2,1.700000e+00
52,3,1,3,1,8.500000e-01
53,4,2,1,3,2.550000e+00
54,4,2,1,2,8.500000e-01
